#Script/Language Identifier zh
#Script/Language Description Chinese
#
Version 1 20120329
#
#This is the Chinese IDN Table for the proposed TLD.
#
#It was derived from the following sources:
#
#    IDN Character Table for CNNIC: http://www.iana.org/domains/idn-tables/tables/cn_zh-cn_4.0.html
#    IDN Character Table for TWNIC: http://www.iana.org/domains/idn-tables/tables/tw_zh-tw_4.0.1.html
#
#For each code point in the repertoire specified in the tables above, the preferred variants from each table are merged to yield both the traditional and simplified forms (if they differ). Similarly, the other variants from each table are merged.
#
#Format
#
#This table is an adaptation of the table format specified in RFC 3743. Columns are delimited by semicolon, in the form of:
#
#CODE POINT;CANONICAL CODE POINT;PREFERRED VARIANTS[;OTHER VARIANTS]
#
#The "CODE POINT" column specifies the code point available for registration.
#The "CANONICAL CODE POINT" column specifies an internal code point used for the efficient blocking of variant labels.
#The "PREFERRED VARIANTS" column lists the preferred variants that are related to the given code point in the first column.
#The "OTHER VARIANTS" column, if present, lists other variants that are related to the given code point in the first column.
#These preferred variants are separated by commas.
#Acknowledgements
#
#Donuts, Inc. would like to express its gratitude towards CNNIC and TWNIC for publishing their respective tables for the benefit of the community.
U+4F47;U+4F2B;U+4F2B,U+4F47	# ?;?;?,?;
U+4F48;U+5E03;U+5E03,U+4F48	# ?;?;?,?;
U+4F49;U+4F49;U+4F49	# ?;?;?;
U+4F4A;U+4F4A;U+4F4A	# ?;?;?;
U+4F4B;U+4F4B;U+4F4B	# ?;?;?;
U+4F4C;U+4F4C;U+4F4C	# ?;?;?;
U+4F4D;U+4F4D;U+4F4D	# ?;?;?;
U+4F4E;U+4F4E;U+4F4E	# ?;?;?;
U+4F4F;U+4F4F;U+4F4F	# ?;?;?;
U+4F50;U+4F50;U+4F50	# ?;?;?;
U+4F51;U+4F51;U+4F51	# ?;?;?;
U+4F52;U+4EF0;U+4EF0,U+4F52	# ?;?;?,?;
U+4F53;U+4F53;U+4F53,U+9AD4;U+8EB0,U+9AB5,U+8EC6	# ?;?;?,?;?,?,?
U+4F54;U+5360;U+5360,U+4F54	# ?;?;?,?;
U+4F55;U+4F55;U+4F55	# ?;?;?;
U+4F56;U+4F56;U+4F56	# ?;?;?;
U+4F57;U+4F57;U+4F57	# ?;?;?;
U+4F58;U+4F58;U+4F58	# ?;?;?;
U+4F59;U+4F59;U+4F59,U+9918;U+9980	# ?;?;?,?;?
U+4F5A;U+4F5A;U+4F5A	# ?;?;?;
U+4F5B;U+4F5B;U+4F5B;U+5F7F,U+9AF4,U+4ECF	# ?;?;?;?,?,?
U+4F5C;U+4F5C;U+4F5C	# ?;?;?;
U+4F5D;U+4F5D;U+4F5D;U+6010	# ?;?;?;?
U+4F5E;U+4F5E;U+4F5E;U+4FAB	# ?;?;?;?
U+4F5F;U+4F5F;U+4F5F	# ?;?;?;
U+4F60;U+4F32;U+4F60;U+4F32,U+59B3,U+5B2D,U+5976,U+511E	# ?;?;?;?,?,?,?,?
U+4F61;U+4F61;U+4F61	# ?;?;?;
U+4F62;U+4F62;U+4F62	# ?;?;?;
U+4F63;U+4F63;U+4F63,U+50AD	# ?;?;?,?;
U+4F64;U+4F64;U+4F64	# ?;?;?;
U+4F65;U+4F65;U+4F65,U+50C9	# ?;?;?,?;
U+4F66;U+4F66;U+4F66	# ?;?;?;
U+4F67;U+4F67;U+4F67	# ?;?;?;
U+4F68;U+4F68;U+4F68	# ?;?;?;
U+4F69;U+4F69;U+4F69,U+73EE	# ?;?;?,?;
U+4F6A;U+5F8A;U+5F8A,U+4F6A	# ?;?;?,?;
U+4F6B;U+4F6B;U+4F6B	# ?;?;?;
U+4F6C;U+4F6C;U+4F6C;U+72EB	# ?;?;?;?
U+4F6D;U+4F6D;U+4F6D	# ?;?;?;
U+4F6E;U+4F6E;U+4F6E	# ?;?;?;
U+4F6F;U+4F6F;U+4F6F	# ?;?;?;
U+4F70;U+4F70;U+4F70	# ?;?;?;
U+4F72;U+4F72;U+4F72	# ?;?;?;
U+4F73;U+4F73;U+4F73	# ?;?;?;
U+4F74;U+4F74;U+4F74	# ?;?;?;
U+4F75;U+5E76;U+5E76,U+4F75;U+5002,U+7ADD,U+4E26,U+5E77	# ?;?;?,?;?,?,?,?
U+4F76;U+4F76;U+4F76	# ?;?;?;
U+4F77;U+5F88;U+5F88,U+4F77	# ?;?;?,?;
U+4F78;U+4F78;U+4F78	# ?;?;?;
U+4F79;U+4F79;U+4F79	# ?;?;?;
U+4F7A;U+4F7A;U+4F7A	# ?;?;?;
U+4F7B;U+4F7B;U+4F7B	# ?;?;?;
U+4F7C;U+4F7C;U+4F7C	# ?;?;?;
U+4F7D;U+4F7D;U+4F7D	# ?;?;?;
U+4F7E;U+4F7E;U+4F7E	# ?;?;?;
U+4F7F;U+4F7F;U+4F7F	# ?;?;?;
U+4F80;U+4F80;U+4F80	# ?;?;?;
U+4F81;U+4F81;U+4F81	# ?;?;?;
U+4F82;U+4F82;U+4F82	# ?;?;?;
U+4F83;U+4F83;U+4F83	# ?;?;?;
U+4F84;U+4F84;U+4F84,U+59EA	# ?;?;?,?;
U+4F85;U+4F85;U+4F85	# ?;?;?;
U+4F86;U+6765;U+6765,U+4F86	# ?;?;?,?;
U+4F87;U+5937;U+5937,U+4F87	# ?;?;?,?;
U+4F88;U+4F88;U+4F88	# ?;?;?;
U+4F89;U+4F89;U+4F89	# ?;?;?;
U+4F8A;U+4F8A;U+4F8A	# ?;?;?;
U+4F8B;U+4F8B;U+4F8B	# ?;?;?;
U+4F8D;U+4F8D;U+4F8D	# ?;?;?;
U+4F8F;U+4F8F;U+4F8F	# ?;?;?;
U+4F90;U+4F90;U+4F90	# ?;?;?;
U+4F91;U+4F91;U+4F91	# ?;?;?;
U+4F92;U+5B89;U+5B89,U+4F92	# ?;?;?,?;
U+4F93;U+4F93;U+4F93	# ?;?;?;
U+4F94;U+4F94;U+4F94	# ?;?;?;
U+4F95;U+4F95;U+4F95	# ?;?;?;
U+4F96;U+4ED1;U+4ED1,U+4F96;U+5D18,U+5D19	# ?;?;?,?;?,?
U+4F97;U+4F97;U+4F97	# ?;?;?;
U+4F98;U+8BE7;U+8BE7,U+4F98;U+8A6B	# ?;?;?,?;?
U+4F99;U+4F99;U+4F99	# ?;?;?;
U+4F9A;U+4F9A;U+4F9A	# ?;?;?;
U+4F9B;U+4F9B;U+4F9B	# ?;?;?;
U+4F9C;U+4F9C;U+4F9C	# ?;?;?;
U+4F9D;U+4F9D;U+4F9D	# ?;?;?;
U+4F9E;U+4F9E;U+4F9E	# ?;?;?;
U+4F9F;U+4F9F;U+4F9F	# ?;?;?;
U+4FA0;U+4FA0;U+4FA0,U+4FE0	# ?;?;?,?;
U+4FA1;U+4EF7;U+4EF7,U+50F9	# ?;?;?,?;
U+4FA3;U+4FA3;U+4FA3,U+4FB6	# ?;?;?,?;
U+4FA4;U+4FA4;U+4FA4	# ?;?;?;
U+4FA5;U+4FA5;U+4FA5,U+50E5;U+5FBA,U+510C	# ?;?;?,?;?,?
U+4FA6;U+4FA6;U+4FA6,U+5075;U+9049	# ?;?;?,?;?
U+4FA7;U+4FA7;U+4FA7,U+5074	# ?;?;?,?;
U+4FA8;U+4FA8;U+4FA8,U+50D1	# ?;?;?,?;
U+4FA9;U+4FA9;U+4FA9,U+5108	# ?;?;?,?;
U+4FAA;U+4FAA;U+4FAA,U+5115	# ?;?;?,?;
U+4FAB;U+4F5E;U+4F5E	# ?;?;?;
U+4FAC;U+4FAC;U+4FAC,U+5102	# ?;?;?,?;
U+4FAE;U+4FAE;U+4FAE	# ?;?;?;
U+4FAF;U+4FAF;U+4FAF	# ?;?;?;
U+4FB0;U+4FB0;U+4FB0	# ?;?;?;
U+4FB1;U+4FB1;U+4FB1	# ?;?;?;
U+4FB2;U+4FB2;U+4FB2	# ?;?;?;
U+4FB3;U+4FB3;U+4FB3	# ?;?;?;
U+4FB4;U+4FB4;U+4FB4	# ?;?;?;
U+4FB5;U+4FB5;U+4FB5	# ?;?;?;
U+4FB6;U+4FA3;U+4FA3,U+4FB6	# ?;?;?,?;
U+4FB7;U+5C40;U+5C40,U+4FB7;U+8DFC	# ?;?;?,?;?
U+4FB8;U+4FB8;U+4FB8	# ?;?;?;
U+4FB9;U+4FB9;U+4FB9	# ?;?;?;
U+4FBA;U+4FBA;U+4FBA	# ?;?;?;
U+4FBB;U+4FBB;U+4FBB	# ?;?;?;
U+4FBC;U+4FBC;U+4FBC	# ?;?;?;
U+4FBE;U+4FBE;U+4FBE	# ?;?;?;
U+4FBF;U+4FBF;U+4FBF	# ?;?;?;
U+4FC0;U+4FC0;U+4FC0	# ?;?;?;
U+4FC1;U+4FE3;U+4FE3,U+4FC1	# ?;?;?,?;
U+4FC2;U+7CFB;U+7CFB,U+4FC2;U+7E6B	# ?;?;?,?;?
U+4FC3;U+4FC3;U+4FC3	# ?;?;?;
U+4FC4;U+4FC4;U+4FC4	# ?;?;?;
U+4FC5;U+4FC5;U+4FC5	# ?;?;?;
U+4FC7;U+4FC7;U+4FC7	# ?;?;?;
U+4FC9;U+4FC9;U+4FC9	# ?;?;?;
U+4FCA;U+4FCA;U+4FCA;U+5101	# ?;?;?;?
U+4FCB;U+4FCB;U+4FCB	# ?;?;?;
U+4FCD;U+4FCD;U+4FCD	# ?;?;?;
U+4FCE;U+4FCE;U+4FCE;U+723C	# ?;?;?;?
U+4FCF;U+4FCF;U+4FCF	# ?;?;?;
U+4FD0;U+4FD0;U+4FD0	# ?;?;?;
U+4FD1;U+4FD1;U+4FD1	# ?;?;?;
U+4FD2;U+4FD2;U+4FD2	# ?;?;?;
U+4FD3;U+4FD3;U+4FD3	# ?;?;?;
U+4FD4;U+4F23;U+4F23,U+4FD4	# ?;?;?,?;
U+4FD5;U+4FD5;U+4FD5	# ?;?;?;
U+4FD6;U+4FD6;U+4FD6	# ?;?;?;
U+4FD7;U+4FD7;U+4FD7	# ?;?;?;
U+4FD8;U+4FD8;U+4FD8	# ?;?;?;
U+4FD9;U+4FD9;U+4FD9	# ?;?;?;
U+4FDA;U+4FDA;U+4FDA	# ?;?;?;
U+4FDB;U+4FEF;U+4FEF,U+4FDB;U+982B	# ?;?;?,?;?
U+4FDC;U+4FDC;U+4FDC	# ?;?;?;
U+4FDD;U+4FDD;U+4FDD;U+5AAC	# ?;?;?;?
U+4FDE;U+4FDE;U+4FDE;U+516A,U+9103	# ?;?;?;?,?
U+4FDF;U+4FDF;U+4FDF;U+7AE2	# ?;?;?;?
U+4FE0;U+4FA0;U+4FA0,U+4FE0	# ?;?;?,?;
U+4FE1;U+4FE1;U+4FE1;U+4F29	# ?;?;?;?
U+4FE3;U+4FE3;U+4FE3,U+4FC1	# ?;?;?,?;
U+4FE4;U+4FE4;U+4FE4	# ?;?;?;
U+4FE5;U+4F21;U+4F21,U+4FE5	# ?;?;?,?;
U+4FE6;U+4FE6;U+4FE6,U+5114	# ?;?;?,?;
U+4FE7;U+4FE7;U+4FE7	# ?;?;?;
U+4FE8;U+4FE8;U+4FE8,U+513C	# ?;?;?,?;
U+4FE9;U+4FE9;U+4FE9,U+5006	# ?;?;?,?;
U+4FEA;U+4FEA;U+4FEA,U+5137	# ?;?;?,?;
U+4FEB;U+4FEB;U+4FEB,U+5008	# ?;?;?,?;
U+4FEC;U+4FEC;U+4FEC	# ?;?;?;
U+4FED;U+4FED;U+4FED,U+5109;U+5039	# ?;?;?,?;?
U+4FEE;U+4FEE;U+4FEE;U+8129	# ?;?;?;?
U+4FEF;U+4FEF;U+4FEF;U+982B,U+4FDB	# ?;?;?;?,?
U+4FF0;U+4FF0;U+4FF0	# ?;?;?;
U+4FF1;U+4FF1;U+4FF1;U+5036	# ?;?;?;?
U+4FF2;U+6548;U+6548,U+509A;U+52B9	# ?;?;?,?;?
U+4FF3;U+4FF3;U+4FF3	# ?;?;?;
U+4FF4;U+4FF4;U+4FF4	# ?;?;?;
U+4FF5;U+4FF5;U+4FF5	# ?;?;?;
U+4FF6;U+4FF6;U+4FF6	# ?;?;?;
U+4FF7;U+4FF7;U+4FF7	# ?;?;?;
U+4FF8;U+4FF8;U+4FF8	# ?;?;?;
U+4FF9;U+4FF9;U+4FF9	# ?;?;?;
U+4FFA;U+4FFA;U+4FFA	# ?;?;?;
U+4FFB;U+5907;U+5907,U+5099;U+5079	# ?;?;?,?;?
U+4FFE;U+4FFE;U+4FFE	# ?;?;?;
U+4FFF;U+4FFF;U+4FFF	# ?;?;?;
U+5000;U+4F25;U+4F25,U+5000	# ?;?;?,?;
U+5001;U+5001;U+5001	# ?;?;?;
U+5002;U+5E76;U+5E76,U+4F75;U+7ADD,U+4E26,U+5E77	# ?;?;?,?;?,?,?
U+5003;U+5003;U+5003	# ?;?;?;
U+5004;U+5004;U+5004	# ?;?;?;
U+5005;U+5005;U+5005;U+4F1C	# ?;?;?;?
U+5006;U+4FE9;U+4FE9,U+5006	# ?;?;?,?;
U+5007;U+5A49;U+5A49,U+5007	# ?;?;?,?;
U+5008;U+4FEB;U+4FEB,U+5008	# ?;?;?,?;
U+5009;U+4ED3;U+4ED3,U+5009	# ?;?;?,?;
U+500A;U+500A;U+500A	# ?;?;?;
U+500B;U+4E2A;U+4E2A,U+500B;U+7B87	# ?;?;?,?;?
U+500C;U+500C;U+500C	# ?;?;?;
U+500D;U+500D;U+500D	# ?;?;?;
U+500E;U+8146;U+8146,U+500E	# ?;?;?,?;
U+500F;U+500F;U+500F;U+5135	# ?;?;?;?
U+5011;U+4EEC;U+4EEC,U+5011	# ?;?;?,?;
U+5012;U+5012;U+5012	# ?;?;?;
U+5013;U+5013;U+5013	# ?;?;?;
U+5014;U+5014;U+5014	# ?;?;?;
U+5015;U+5015;U+5015	# ?;?;?;
U+5016;U+5E78;U+5E78,U+5016	# ?;?;?,?;
U+5017;U+5017;U+5017	# ?;?;?;
U+5018;U+5018;U+5018	# ?;?;?;
U+5019;U+5019;U+5019	# ?;?;?;
U+501A;U+501A;U+501A	# ?;?;?;
U+501B;U+501B;U+501B	# ?;?;?;
U+501C;U+501C;U+501C	# ?;?;?;
U+501D;U+501D;U+501D	# ?;?;?;
U+501E;U+501E;U+501E	# ?;?;?;
U+501F;U+501F;U+501F,U+85C9;U+8024	# ?;?;?,?;?
U+5020;U+5020;U+5020	# ?;?;?;
U+5021;U+5021;U+5021	# ?;?;?;
U+5022;U+5022;U+5022	# ?;?;?;
U+5023;U+4EFF;U+4EFF,U+5023;U+9AE3,U+5F77	# ?;?;?,?;?,?
U+5024;U+503C;U+503C	# ?;?;?;
U+5025;U+5025;U+5025	# ?;?;?;
U+5026;U+5026;U+5026;U+5238,U+52B5	# ?;?;?;?,?
U+5027;U+5027;U+5027	# ?;?;?;
U+5028;U+5028;U+5028	# ?;?;?;
U+5029;U+5029;U+5029	# ?;?;?;
U+502A;U+502A;U+502A;U+6DE3	# ?;?;?;?
U+502B;U+4F26;U+4F26,U+502B	# ?;?;?,?;
U+502C;U+502C;U+502C	# ?;?;?;
U+502D;U+502D;U+502D	# ?;?;?;
U+502E;U+502E;U+502E	# ?;?;?;
U+502F;U+502F;U+502F	# ?;?;?;
U+5030;U+5030;U+5030	# ?;?;?;
U+5031;U+5031;U+5031	# ?;?;?;
U+5032;U+5032;U+5032	# ?;?;?;
U+5033;U+5033;U+5033;U+525A	# ?;?;?;?
U+5035;U+5035;U+5035	# ?;?;?;
U+5036;U+4FF1;U+4FF1	# ?;?;?;
U+5037;U+5037;U+5037	# ?;?;?;
U+5039;U+4FED;U+4FED,U+5109	# ?;?;?,?;
U+503A;U+503A;U+503A,U+50B5	# ?;?;?,?;
U+503B;U+503B;U+503B	# ?;?;?;
U+503C;U+503C;U+503C;U+5024	# ?;?;?;?
U+503E;U+503E;U+503E,U+50BE	# ?;?;?,?;
U+503F;U+503F;U+503F	# ?;?;?;
U+5040;U+82F1;U+82F1,U+5040	# ?;?;?,?;
U+5041;U+79F0;U+79F0,U+5041;U+7A31	# ?;?;?,?;?
U+5043;U+5043;U+5043	# ?;?;?;
U+5044;U+5044;U+5044	# ?;?;?;
U+5045;U+5045;U+5045	# ?;?;?;
U+5046;U+5046;U+5046	# ?;?;?;
U+5047;U+5047;U+5047	# ?;?;?;
U+5048;U+5048;U+5048	# ?;?;?;
U+5049;U+4F1F;U+4F1F,U+5049	# ?;?;?,?;
U+504A;U+504A;U+504A	# ?;?;?;
U+504B;U+504B;U+504B	# ?;?;?;
U+504C;U+504C;U+504C	# ?;?;?;
U+504D;U+504D;U+504D	# ?;?;?;
U+504E;U+504E;U+504E	# ?;?;?;
U+504F;U+504F;U+504F	# ?;?;?;
U+5051;U+5051;U+5051	# ?;?;?;
U+5053;U+5053;U+5053	# ?;?;?;
U+5054;U+5054;U+5054	# ?;?;?;
U+5055;U+5055;U+5055	# ?;?;?;
U+5056;U+5056;U+5056	# ?;?;?;
U+5057;U+5057;U+5057	# ?;?;?;
U+5059;U+5059;U+5059	# ?;?;?;
U+505A;U+505A;U+505A	# ?;?;?;
U+505B;U+505B;U+505B	# ?;?;?;
U+505C;U+505C;U+505C	# ?;?;?;
U+505D;U+80CC;U+80CC,U+505D;U+63F9	# ?;?;?,?;?
U+505E;U+505E;U+505E	# ?;?;?;
U+505F;U+505F;U+505F	# ?;?;?;
U+5060;U+5060;U+5060	# ?;?;?;
U+5061;U+5061;U+5061	# ?;?;?;
U+5062;U+7785;U+7785,U+5062	# ?;?;?,?;
U+5063;U+5063;U+5063	# ?;?;?;
U+5064;U+5064;U+5064	# ?;?;?;
U+5065;U+5065;U+5065	# ?;?;?;
U+5066;U+5066;U+5066	# ?;?;?;
U+5067;U+5067;U+5067	# ?;?;?;
U+5068;U+5068;U+5068	# ?;?;?;
U+5069;U+5069;U+5069	# ?;?;?;
U+506A;U+506A;U+506A	# ?;?;?;
U+506B;U+506B;U+506B	# ?;?;?;
U+506C;U+506C;U+506C;U+50AF	# ?;?;?;?
U+506D;U+506D;U+506D	# ?;?;?;
U+506E;U+506E;U+506E	# ?;?;?;
U+506F;U+506F;U+506F	# ?;?;?;
U+5070;U+5070;U+5070	# ?;?;?;
U+5071;U+5071;U+5071	# ?;?;?;
U+5072;U+5072;U+5072	# ?;?;?;
U+5073;U+5073;U+5073	# ?;?;?;
U+5074;U+4FA7;U+4FA7,U+5074	# ?;?;?,?;
U+5075;U+4FA6;U+4FA6,U+5075;U+9049	# ?;?;?,?;?
U+5076;U+5076;U+5076	# ?;?;?;
U+5077;U+5077;U+5077;U+5078,U+5A7E,U+5AAE	# ?;?;?;?,?,?
U+5078;U+5077;U+5077;U+5A7E,U+5AAE	# ?;?;?;?,?
U+5079;U+5907;U+5907,U+5099;U+4FFB	# ?;?;?,?;?
U+507A;U+54B1;U+54B1,U+507A;U+5592	# ?;?;?,?;?
U+507B;U+507B;U+507B,U+50C2	# ?;?;?,?;
U+507D;U+4F2A;U+4F2A,U+507D;U+50DE	# ?;?;?,?;?
U+507E;U+507E;U+507E,U+50E8	# ?;?;?,?;
U+507F;U+507F;U+507F,U+511F	# ?;?;?,?;
U+5080;U+5080;U+5080	# ?;?;?;
U+5082;U+5082;U+5082	# ?;?;?;
U+5083;U+5083;U+5083	# ?;?;?;
U+5084;U+5084;U+5084	# ?;?;?;
U+5085;U+5085;U+5085	# ?;?;?;
U+5086;U+5086;U+5086	# ?;?;?;
U+5087;U+5087;U+5087	# ?;?;?;
U+5088;U+5088;U+5088	# ?;?;?;
U+5089;U+5089;U+5089	# ?;?;?;
U+508A;U+508A;U+508A	# ?;?;?;
U+508B;U+508B;U+508B	# ?;?;?;
U+508C;U+9A82;U+9A82,U+508C;U+99E1,U+7F75	# ?;?;?,?;?,?
U+508D;U+508D;U+508D;U+5FAC	# ?;?;?;?
U+508E;U+98A0;U+98A0,U+508E;U+985A,U+985B	# ?;?;?,?;?,?
U+508F;U+508F;U+508F	# ?;?;?;
U+5090;U+5090;U+5090	# ?;?;?;
U+5091;U+6770;U+6770,U+5091	# ?;?;?,?;
U+5092;U+5092;U+5092	# ?;?;?;
U+5094;U+5094;U+5094	# ?;?;?;
U+5095;U+5095;U+5095	# ?;?;?;
U+5096;U+4F27;U+4F27,U+5096	# ?;?;?,?;
U+5098;U+4F1E;U+4F1E,U+5098;U+7E56	# ?;?;?,?;?
U+5099;U+5907;U+5907,U+5099;U+5079,U+4FFB	# ?;?;?,?;?,?
U+509A;U+6548;U+6548,U+509A;U+52B9,U+4FF2	# ?;?;?,?;?,?
U+509B;U+509B;U+509B	# ?;?;?;
U+509C;U+5FAD;U+5FAD,U+509C	# ?;?;?,?;
U+509D;U+509D;U+509D	# ?;?;?;
U+509E;U+509E;U+509E	# ?;?;?;
U+50A2;U+5BB6;U+5BB6,U+50A2	# ?;?;?,?;
U+50A3;U+50A3;U+50A3	# ?;?;?;
U+50A4;U+50A4;U+50A4,U+510E	# ?;?;?,?;
U+50A5;U+50A5;U+50A5,U+513B	# ?;?;?,?;
U+50A6;U+50A6;U+50A6	# ?;?;?;
U+50A7;U+50A7;U+50A7,U+5110	# ?;?;?,?;
U+50A8;U+50A8;U+50A8,U+5132	# ?;?;?,?;
U+50A9;U+50A9;U+50A9,U+513A	# ?;?;?,?;
U+50AA;U+50AA;U+50AA	# ?;?;?;
U+50AB;U+50AB;U+50AB	# ?;?;?;
U+50AC;U+50AC;U+50AC	# ?;?;?;
U+50AD;U+4F63;U+4F63,U+50AD	# ?;?;?,?;
U+50AE;U+5608;U+5608,U+50AE	# ?;?;?,?;
U+50AF;U+506C;U+506C,U+50AF	# ?;?;?,?;
U+50B0;U+50B0;U+50B0	# ?;?;?;
U+50B1;U+50B1;U+50B1	# ?;?;?;
U+50B2;U+50B2;U+50B2	# ?;?;?;
U+50B3;U+4F20;U+4F20,U+50B3	# ?;?;?,?;
U+50B4;U+4F1B;U+4F1B,U+50B4	# ?;?;?,?;
U+50B5;U+503A;U+503A,U+50B5	# ?;?;?,?;
U+50B6;U+8160;U+8160,U+50B6	# ?;?;?,?;
U+50B7;U+4F24;U+4F24,U+50B7	# ?;?;?,?;
U+50B8;U+50B8;U+50B8	# ?;?;?;
U+50BA;U+50BA;U+50BA	# ?;?;?;
U+50BB;U+50BB;U+50BB;U+510D	# ?;?;?;?
U+50BC;U+50BC;U+50BC	# ?;?;?;
U+50BD;U+50BD;U+50BD	# ?;?;?;
U+50BE;U+503E;U+503E,U+50BE	# ?;?;?,?;
U+50BF;U+50BF;U+50BF	# ?;?;?;
U+50C0;U+50C0;U+50C0	# ?;?;?;
U+50C1;U+50C1;U+50C1	# ?;?;?;
U+50C2;U+507B;U+507B,U+50C2	# ?;?;?,?;
U+50C4;U+50C4;U+50C4	# ?;?;?;
U+50C5;U+4EC5;U+4EC5,U+50C5	# ?;?;?,?;
U+50C6;U+50C6;U+50C6	# ?;?;?;
U+50C7;U+50C7;U+50C7	# ?;?;?;
U+50C8;U+50C8;U+50C8	# ?;?;?;
U+50C9;U+4F65;U+4F65,U+50C9	# ?;?;?,?;
U+50CA;U+4ED9;U+4ED9,U+50CA;U+4EDA	# ?;?;?,?;?
U+50CB;U+50CB;U+50CB	# ?;?;?;
U+50CC;U+50CC;U+50CC	# ?;?;?;
U+50CD;U+52A8;U+52A8,U+52D5	# ?;?;?,?;
U+50CE;U+50CE;U+50CE	# ?;?;?;
U+50CF;U+50CF;U+50CF;U+8C61	# ?;?;?;?
U+50D0;U+50D0;U+50D0	# ?;?;?;
U+50D1;U+4FA8;U+4FA8,U+50D1	# ?;?;?,?;
U+50D2;U+50D2;U+50D2	# ?;?;?;
U+50D3;U+50D3;U+50D3	# ?;?;?;
U+50D4;U+50D4;U+50D4	# ?;?;?;
U+50D5;U+4EC6;U+4EC6,U+50D5	# ?;?;?,?;
U+50D6;U+50D6;U+50D6	# ?;?;?;
U+50D7;U+50D7;U+50D7	# ?;?;?;
U+50D9;U+50D9;U+50D9	# ?;?;?;
U+50DA;U+50DA;U+50DA	# ?;?;?;
U+50DB;U+50DB;U+50DB	# ?;?;?;
U+50DC;U+50DC;U+50DC	# ?;?;?;
U+50DD;U+50DD;U+50DD	# ?;?;?;
U+50DE;U+4F2A;U+4F2A,U+507D	# ?;?;?,?;
U+50E0;U+50E0;U+50E0	# ?;?;?;
U+50E3;U+50ED;U+50ED,U+50E3	# ?;?;?,?;
U+50E4;U+50E4;U+50E4	# ?;?;?;
U+50E5;U+4FA5;U+4FA5,U+50E5;U+5FBA,U+510C	# ?;?;?,?;?,?
U+50E6;U+50E6;U+50E6	# ?;?;?;
U+50E7;U+50E7;U+50E7	# ?;?;?;
U+50E8;U+507E;U+507E,U+50E8	# ?;?;?,?;
U+50E9;U+50E9;U+50E9	# ?;?;?;
U+50EA;U+50EA;U+50EA	# ?;?;?;
U+50EC;U+50EC;U+50EC	# ?;?;?;
U+50ED;U+50ED;U+50ED;U+50E3	# ?;?;?;?
U+50EE;U+50EE;U+50EE;U+735E	# ?;?;?;?
U+50EF;U+50EF;U+50EF	# ?;?;?;
U+50F0;U+50F0;U+50F0	# ?;?;?;
U+50F1;U+96C7;U+96C7,U+50F1	# ?;?;?,?;
U+50F2;U+50F2;U+50F2	# ?;?;?;
U+50F3;U+50F3;U+50F3	# ?;?;?;
U+50F5;U+50F5;U+50F5;U+6BAD	# ?;?;?;?
U+50F6;U+50F6;U+50F6	# ?;?;?;
U+50F8;U+50F8;U+50F8	# ?;?;?;
U+50F9;U+4EF7;U+4EF7,U+50F9;U+4FA1	# ?;?;?,?;?
U+50FA;U+50FA;U+50FA	# ?;?;?;
U+50FB;U+50FB;U+50FB	# ?;?;?;
U+50FC;U+50FC;U+50FC	# ?;?;?;
U+50FD;U+50FD;U+50FD	# ?;?;?;
U+50FE;U+50FE;U+50FE	# ?;?;?;
U+50FF;U+50FF;U+50FF	# ?;?;?;
U+5100;U+4EEA;U+4EEA,U+5100	# ?;?;?,?;
U+5101;U+4FCA;U+4FCA	# ?;?;?;
U+5102;U+4FAC;U+4FAC,U+5102	# ?;?;?,?;
U+5103;U+5103;U+5103	# ?;?;?;
U+5104;U+4EBF;U+4EBF,U+5104	# ?;?;?,?;
U+5105;U+5105;U+5105	# ?;?;?;
U+5106;U+5106;U+5106;U+61BC	# ?;?;?;?
U+5107;U+5107;U+5107	# ?;?;?;
U+5108;U+4FA9;U+4FA9,U+5108	# ?;?;?,?;
U+5109;U+4FED;U+4FED,U+5109;U+5039	# ?;?;?,?;?
U+510A;U+510A;U+510A	# ?;?;?;
U+510B;U+510B;U+510B	# ?;?;?;
U+510C;U+4FA5;U+4FA5,U+510C;U+5FBA,U+50E5	# ?;?;?,?;?,?
U+510D;U+50BB;U+50BB	# ?;?;?;
U+510E;U+50A4;U+50A4,U+510E	# ?;?;?,?;
U+510F;U+510F;U+510F	# ?;?;?;
U+5110;U+50A7;U+50A7,U+5110	# ?;?;?,?;
U+5111;U+5111;U+5111	# ?;?;?;
U+5112;U+5112;U+5112	# ?;?;?;
U+5113;U+5113;U+5113	# ?;?;?;
U+5114;U+4FE6;U+4FE6,U+5114	# ?;?;?,?;
U+5115;U+4FAA;U+4FAA,U+5115	# ?;?;?,?;
U+5116;U+5116;U+5116	# ?;?;?;
U+5117;U+5117;U+5117;U+64EC,U+62DF	# ?;?;?;?,?
U+5118;U+5C3D;U+5C3D,U+5118;U+76E1	# ?;?;?,?;?
U+5119;U+5119;U+5119	# ?;?;?;
U+511A;U+511A;U+511A	# ?;?;?;
U+511C;U+511C;U+511C	# ?;?;?;
U+511D;U+511D;U+511D	# ?;?;?;
U+511E;U+4F32;U+4F60;U+4F32,U+59B3,U+5B2D,U+5976	# ?;?;?;?,?,?,?
U+511F;U+507F;U+507F,U+511F	# ?;?;?,?;
U+5120;U+5120;U+5120	# ?;?;?;
U+5121;U+5121;U+5121	# ?;?;?;
